country,country_code,city,state
"Denmark",DK,"Tjæreborg","Region of Southern Denmark"
"Denmark",DK,"Toftlund","Region of Southern Denmark"
"Denmark",DK,"Tommerup","Region of Southern Denmark"
"Denmark",DK,"Tommerup Stationsby","Region of Southern Denmark"
"Denmark",DK,"Tønder","Region of Southern Denmark"
"Denmark",DK,"Tønder Kommune","Region of Southern Denmark"
"Denmark",DK,"Ullerslev","Region of Southern Denmark"
"Denmark",DK,"Vamdrup","Region of Southern Denmark"
"Denmark",DK,"Varde","Region of Southern Denmark"
"Denmark",DK,"Varde Kommune","Region of Southern Denmark"
"Denmark",DK,"Vejen","Region of Southern Denmark"
"Denmark",DK,"Vejen Kommune","Region of Southern Denmark"
"Denmark",DK,"Vejle","Region of Southern Denmark"
"Denmark",DK,"Vejle Kommune","Region of Southern Denmark"
"Denmark",DK,"Vester-Skerninge","Region of Southern Denmark"
"Denmark",DK,"Vindeby","Region of Southern Denmark"
"Denmark",DK,"Vissenbjerg","Region of Southern Denmark"
"Denmark",DK,"Vojens","Region of Southern Denmark"
"Denmark",DK,"Årslev","Region of Southern Denmark"
"Denmark",DK,"Årup","Region of Southern Denmark"
"Denmark",DK,"Ærø Kommune","Region of Southern Denmark"
"Denmark",DK,"Ærøskøbing","Region of Southern Denmark"
"Denmark",DK,"Ølgod","Region of Southern Denmark"
"Djibouti",DJ,"'Ali Sabieh","Ali Sabieh Region"
"Djibouti",DJ,"Goubétto","Ali Sabieh Region"
"Djibouti",DJ,"Holhol","Ali Sabieh Region"
"Djibouti",DJ,"Arta","Arta Region"
"Djibouti",DJ,"Dikhil","Dikhil Region"
"Djibouti",DJ,"Gâlâfi","Dikhil Region"
"Djibouti",DJ,"Djibouti","Djibouti"
"Djibouti",DJ,"Loyada","Djibouti"
"Djibouti",DJ,"Alaïli Ḏaḏḏa‘","Obock Region"
"Djibouti",DJ,"Obock","Obock Region"
"Djibouti",DJ,"Dorra","Tadjourah Region"
"Djibouti",DJ,"Tadjourah","Tadjourah Region"
"Dominica",DM,"Calibishie","Saint Andrew Parish"
"Dominica",DM,"Marigot","Saint Andrew Parish"
"Dominica",DM,"Wesley","Saint Andrew Parish"
"Dominica",DM,"Woodford Hill","Saint Andrew Parish"
"Dominica",DM,"Castle Bruce","Saint David Parish"
"Dominica",DM,"Rosalie","Saint David Parish"
"Dominica",DM,"Roseau","Saint George Parish"
"Dominica",DM,"Portsmouth","Saint John Parish"
"Dominica",DM,"Saint Joseph","Saint Joseph Parish"
"Dominica",DM,"Salisbury","Saint Joseph Parish"
"Dominica",DM,"Pointe Michel","Saint Luke Parish"
"Dominica",DM,"Soufrière","Saint Mark Parish"
"Dominica",DM,"Berekua","Saint Patrick Parish"
"Dominica",DM,"La Plaine","Saint Patrick Parish"
"Dominica",DM,"Mahaut","Saint Paul Parish"
"Dominica",DM,"Pont Cassé","Saint Paul Parish"
"Dominica",DM,"Colihaut","Saint Peter Parish"
"Dominican Republic",DO,"Azua","Azua Province"
"Dominican Republic",DO,"El Guayabal","Azua Province"
"Dominican Republic",DO,"Estebanía","Azua Province"
"Dominican Republic",DO,"Las Charcas","Azua Province"
"Dominican Republic",DO,"Padre Las Casas","Azua Province"
"Dominican Republic",DO,"Palmar de Ocoa","Azua Province"
"Dominican Republic",DO,"Peralta","Azua Province"
"Dominican Republic",DO,"Pueblo Viejo","Azua Province"
"Dominican Republic",DO,"Sabana Yegua","Azua Province"
"Dominican Republic",DO,"Tábara Arriba","Azua Province"
"Dominican Republic",DO,"Villarpando","Azua Province"
"Dominican Republic",DO,"Yayas de Viajama","Azua Province"
"Dominican Republic",DO,"El Palmar","Baoruco Province"
"Dominican Republic",DO,"Galván","Baoruco Province"
"Dominican Republic",DO,"La Uvilla","Baoruco Province"
"Dominican Republic",DO,"Los Ríos","Baoruco Province"
"Dominican Republic",DO,"Neiba","Baoruco Province"
"Dominican Republic",DO,"Tamayo","Baoruco Province"
"Dominican Republic",DO,"Villa Jaragua","Baoruco Province"
"Dominican Republic",DO,"Cabral","Barahona Province"
"Dominican Republic",DO,"Cachón","Barahona Province"
"Dominican Republic",DO,"Canoa","Barahona Province"
"Dominican Republic",DO,"El Peñón","Barahona Province"
"Dominican Republic",DO,"Enriquillo","Barahona Province"
"Dominican Republic",DO,"Fundación","Barahona Province"
"Dominican Republic",DO,"Jaquimeyes","Barahona Province"
"Dominican Republic",DO,"La Ciénaga","Barahona Province"
"Dominican Republic",DO,"Las Salinas","Barahona Province"
"Dominican Republic",DO,"Paraíso","Barahona Province"
"Dominican Republic",DO,"Pescadería","Barahona Province"
"Dominican Republic",DO,"Polo","Barahona Province"
"Dominican Republic",DO,"Santa Cruz de Barahona","Barahona Province"
"Dominican Republic",DO,"Vicente Noble","Barahona Province"
"Dominican Republic",DO,"Dajabón","Dajabón Province"
"Dominican Republic",DO,"El Pino","Dajabón Province"
"Dominican Republic",DO,"Loma de Cabrera","Dajabón Province"
"Dominican Republic",DO,"Partido","Dajabón Province"
"Dominican Republic",DO,"Restauración","Dajabón Province"
"Dominican Republic",DO,"Bella Vista","Distrito Nacional"
"Dominican Republic",DO,"Ciudad Nueva","Distrito Nacional"
"Dominican Republic",DO,"Cristo Rey","Distrito Nacional"
"Dominican Republic",DO,"Ensanche Luperón","Distrito Nacional"
"Dominican Republic",DO,"La Agustina","Distrito Nacional"
"Dominican Republic",DO,"La Julia","Distrito Nacional"
"Dominican Republic",DO,"San Carlos","Distrito Nacional"
"Dominican Republic",DO,"Santo Domingo","Distrito Nacional"
"Dominican Republic",DO,"Villa Consuelo","Distrito Nacional"
"Dominican Republic",DO,"Villa Francisca","Distrito Nacional"
"Dominican Republic",DO,"Agua Santa del Yuna","Duarte Province"
"Dominican Republic",DO,"Arenoso","Duarte Province"
"Dominican Republic",DO,"Castillo","Duarte Province"
"Dominican Republic",DO,"Hostos","Duarte Province"
"Dominican Republic",DO,"Las Guáranas","Duarte Province"
"Dominican Republic",DO,"Pimentel","Duarte Province"
"Dominican Republic",DO,"San Francisco de Macorís","Duarte Province"
"Dominican Republic",DO,"Villa Riva","Duarte Province"
"Dominican Republic",DO,"Miches","El Seibo Province"
"Dominican Republic",DO,"Pedro Sánchez","El Seibo Province"
"Dominican Republic",DO,"Santa Cruz de El Seibo","El Seibo Province"
"Dominican Republic",DO,"Cayetano Germosén","Espaillat Province"
"Dominican Republic",DO,"Gaspar Hernández","Espaillat Province"
"Dominican Republic",DO,"Jamao al Norte","Espaillat Province"
"Dominican Republic",DO,"Joba Arriba","Espaillat Province"
"Dominican Republic",DO,"Juan López Abajo","Espaillat Province"
"Dominican Republic",DO,"Moca","Espaillat Province"
"Dominican Republic",DO,"San Víctor Arriba","Espaillat Province"
"Dominican Republic",DO,"Veragua Arriba","Espaillat Province"
"Dominican Republic",DO,"El Valle","Hato Mayor Province"
"Dominican Republic",DO,"Guayabo Dulce","Hato Mayor Province"
"Dominican Republic",DO,"Hato Mayor del Rey","Hato Mayor Province"
"Dominican Republic",DO,"Sabana de la Mar","Hato Mayor Province"
"Dominican Republic",DO,"Salcedo","Hermanas Mirabal Province"
"Dominican Republic",DO,"Salsipuedes","Hermanas Mirabal Province"
"Dominican Republic",DO,"Tenares","Hermanas Mirabal Province"
"Dominican Republic",DO,"Villa Tapia","Hermanas Mirabal Province"
"Dominican Republic",DO,"Cristóbal","Independencia"
"Dominican Republic",DO,"Duvergé","Independencia"
"Dominican Republic",DO,"Guayabal","Independencia"
"Dominican Republic",DO,"Jimaní","Independencia"
"Dominican Republic",DO,"La Descubierta","Independencia"
"Dominican Republic",DO,"Mella","Independencia"
"Dominican Republic",DO,"Postrer Río","Independencia"
"Dominican Republic",DO,"Boca de Yuma","La Altagracia Province"
"Dominican Republic",DO,"Higüey","La Altagracia Province"
"Dominican Republic",DO,"Otra Banda","La Altagracia Province"
"Dominican Republic",DO,"Punta Cana","La Altagracia Province"
"Dominican Republic",DO,"Salvaleón de Higüey","La Altagracia Province"
"Dominican Republic",DO,"San Rafael del Yuma","La Altagracia Province"
"Dominican Republic",DO,"Guaymate","La Romana Province"
"Dominican Republic",DO,"La Romana","La Romana Province"
"Dominican Republic",DO,"Concepción de La Vega","La Vega Province"
"Dominican Republic",DO,"Constanza","La Vega Province"
"Dominican Republic",DO,"Jarabacoa","La Vega Province"
"Dominican Republic",DO,"Jima Abajo","La Vega Province"
"Dominican Republic",DO,"Rincón","La Vega Province"
"Dominican Republic",DO,"Río Verde Arriba","La Vega Province"
"Dominican Republic",DO,"Tireo Arriba","La Vega Province"
"Dominican Republic",DO,"Arroyo Salado","María Trinidad Sánchez Province"
"Dominican Republic",DO,"Cabrera","María Trinidad Sánchez Province"
"Dominican Republic",DO,"El Factor","María Trinidad Sánchez Province"
"Dominican Republic",DO,"La Entrada","María Trinidad Sánchez Province"
"Dominican Republic",DO,"Nagua","María Trinidad Sánchez Province"
"Dominican Republic",DO,"Río San Juan","María Trinidad Sánchez Province"
"Dominican Republic",DO,"Bonao","Monseñor Nouel Province"
"Dominican Republic",DO,"Juan Adrián","Monseñor Nouel Province"
"Dominican Republic",DO,"Maimón","Monseñor Nouel Province"
"Dominican Republic",DO,"Piedra Blanca","Monseñor Nouel Province"
"Dominican Republic",DO,"Sabana del Puerto","Monseñor Nouel Province"
"Dominican Republic",DO,"Cana Chapetón","Monte Cristi Province"
"Dominican Republic",DO,"Castañuelas","Monte Cristi Province"
"Dominican Republic",DO,"Guayubín","Monte Cristi Province"
"Dominican Republic",DO,"Hatillo Palma","Monte Cristi Province"
"Dominican Republic",DO,"Las Matas de Santa Cruz","Monte Cristi Province"
"Dominican Republic",DO,"Monte Cristi","Monte Cristi Province"
"Dominican Republic",DO,"Pepillo Salcedo","Monte Cristi Province"
"Dominican Republic",DO,"San Fernando de Monte Cristi","Monte Cristi Province"
"Dominican Republic",DO,"Villa Elisa","Monte Cristi Province"
"Dominican Republic",DO,"Villa Vásquez","Monte Cristi Province"
"Dominican Republic",DO,"Bayaguana","Monte Plata Province"
"Dominican Republic",DO,"Don Juan","Monte Plata Province"
"Dominican Republic",DO,"Esperalvillo","Monte Plata Province"
"Dominican Republic",DO,"Gonzalo","Monte Plata Province"
"Dominican Republic",DO,"Los Botados","Monte Plata Province"
"Dominican Republic",DO,"Majagual","Monte Plata Province"
"Dominican Republic",DO,"Monte Plata","Monte Plata Province"
"Dominican Republic",DO,"Sabana Grande de Boyá","Monte Plata Province"
"Dominican Republic",DO,"Yamasá","Monte Plata Province"
"Dominican Republic",DO,"Juancho","Pedernales Province"
"Dominican Republic",DO,"Oviedo","Pedernales Province"
"Dominican Republic",DO,"Pedernales","Pedernales Province"
"Dominican Republic",DO,"Baní","Peravia Province"
"Dominican Republic",DO,"Matanzas","Peravia Province"
"Dominican Republic",DO,"Nizao","Peravia Province"
"Dominican Republic",DO,"Paya","Peravia Province"
"Dominican Republic",DO,"Pizarrete","Peravia Province"
"Dominican Republic",DO,"Sabana Buey","Peravia Province"
"Dominican Republic",DO,"Altamira","Puerto Plata Province"
"Dominican Republic",DO,"Cabarete","Puerto Plata Province"
"Dominican Republic",DO,"Estero Hondo","Puerto Plata Province"
"Dominican Republic",DO,"Guananico","Puerto Plata Province"
"Dominican Republic",DO,"Imbert","Puerto Plata Province"
"Dominican Republic",DO,"Los Hidalgos","Puerto Plata Province"
"Dominican Republic",DO,"Luperón","Puerto Plata Province"
"Dominican Republic",DO,"Monte Llano","Puerto Plata Province"
"Dominican Republic",DO,"Puerto Plata","Puerto Plata Province"
"Dominican Republic",DO,"Río Grande","Puerto Plata Province"
"Dominican Republic",DO,"Sosúa","Puerto Plata Province"
"Dominican Republic",DO,"Villa Isabela","Puerto Plata Province"
"Dominican Republic",DO,"Las Terrenas","Samaná Province"
"Dominican Republic",DO,"Samaná","Samaná Province"
"Dominican Republic",DO,"Sánchez","Samaná Province"
"Dominican Republic",DO,"Bajos de Haina","San Cristóbal Province"
"Dominican Republic",DO,"Cambita Garabitos","San Cristóbal Province"
"Dominican Republic",DO,"El Cacao","San Cristóbal Province"
"Dominican Republic",DO,"El Carril","San Cristóbal Province"
"Dominican Republic",DO,"Sabana Grande de Palenque","San Cristóbal Province"
"Dominican Republic",DO,"San Cristóbal","San Cristóbal Province"
"Dominican Republic",DO,"San Gregorio de Nigua","San Cristóbal Province"
"Dominican Republic",DO,"Villa Altagracia","San Cristóbal Province"
"Dominican Republic",DO,"Yaguate","San Cristóbal Province"
"Dominican Republic",DO,"San José de Ocoa","San José de Ocoa Province"
"Dominican Republic",DO,"Bohechío","San Juan Province"
"Dominican Republic",DO,"Cercado Abajo","San Juan Province"
"Dominican Republic",DO,"El Cercado","San Juan Province"
"Dominican Republic",DO,"Juan de Herrera","San Juan Province"
"Dominican Republic",DO,"Las Matas de Farfán","San Juan Province"
"Dominican Republic",DO,"Matayaya","San Juan Province"
"Dominican Republic",DO,"Pedro Corto","San Juan Province"
"Dominican Republic",DO,"San Juan de la Maguana","San Juan Province"
"Dominican Republic",DO,"Vallejuelo","San Juan Province"
"Dominican Republic",DO,"El Puerto","San Pedro de Macorís"
"Dominican Republic",DO,"Los Llanos","San Pedro de Macorís"
"Dominican Republic",DO,"Quisqueya","San Pedro de Macorís"
"Dominican Republic",DO,"Ramón Santana","San Pedro de Macorís"
"Dominican Republic",DO,"San Pedro de Macorís","San Pedro de Macorís"
"Dominican Republic",DO,"Baitoa","Santiago Province"
"Dominican Republic",DO,"Bisonó","Santiago Province"
"Dominican Republic",DO,"Juncalito Abajo","Santiago Province"
"Dominican Republic",DO,"La Canela","Santiago Province"
"Dominican Republic",DO,"Licey al Medio","Santiago Province"
"Dominican Republic",DO,"Palmar Arriba","Santiago Province"
"Dominican Republic",DO,"Pedro García","Santiago Province"
"Dominican Republic",DO,"Sabana Iglesia","Santiago Province"
"Dominican Republic",DO,"San José de Las Matas","Santiago Province"
"Dominican Republic",DO,"Santiago de los Caballeros","Santiago Province"
"Dominican Republic",DO,"Santo Tomás de Jánico","Santiago Province"
"Dominican Republic",DO,"Tamboril","Santiago Province"
"Dominican Republic",DO,"Villa Bisonó","Santiago Province"
"Dominican Republic",DO,"Villa González","Santiago Province"
"Dominican Republic",DO,"Monción","Santiago Rodríguez Province"
"Dominican Republic",DO,"Sabaneta","Santiago Rodríguez Province"
"Dominican Republic",DO,"San Ignacio de Sabaneta","Santiago Rodríguez Province"
"Dominican Republic",DO,"Boca Chica","Santo Domingo Province"
"Dominican Republic",DO,"Santo Domingo Este","Santo Domingo Province"
"Dominican Republic",DO,"Santo Domingo Oeste","Santo Domingo Province"
"Dominican Republic",DO,"Cevicos","Sánchez Ramírez Province"
"Dominican Republic",DO,"Cotuí","Sánchez Ramírez Province"
"Dominican Republic",DO,"Fantino","Sánchez Ramírez Province"
"Dominican Republic",DO,"Amina","Valverde Province"
"Dominican Republic",DO,"Esperanza","Valverde Province"
"Dominican Republic",DO,"Guatapanal","Valverde Province"
"Dominican Republic",DO,"Jaibón","Valverde Province"
"Dominican Republic",DO,"Jicomé","Valverde Province"
"Dominican Republic",DO,"La Caya","Valverde Province"
"Dominican Republic",DO,"Laguna Salada","Valverde Province"
"Dominican Republic",DO,"Maizal","Valverde Province"
"Dominican Republic",DO,"Mao","Valverde Province"
"East Timor",TL,"Aileu","Aileu municipality"
"East Timor",TL,"Lequidoe","Aileu municipality"
"East Timor",TL,"Remexio","Aileu municipality"
"East Timor",TL,"Ainaro","Ainaro Municipality"
"East Timor",TL,"Hato-Udo","Ainaro Municipality"
"East Timor",TL,"Baguia","Baucau Municipality"
"East Timor",TL,"Baucau","Baucau Municipality"
"East Timor",TL,"Baukau","Baucau Municipality"
"East Timor",TL,"Laga","Baucau Municipality"
"East Timor",TL,"Quelicai","Baucau Municipality"
"East Timor",TL,"Vemasse","Baucau Municipality"
"East Timor",TL,"Venilale","Baucau Municipality"
"East Timor",TL,"Maliana","Bobonaro Municipality"
"East Timor",TL,"Fatumean","Cova Lima Municipality"
"East Timor",TL,"Fohorem","Cova Lima Municipality"
"East Timor",TL,"Maucatar","Cova Lima Municipality"
"East Timor",TL,"Suai","Cova Lima Municipality"
"East Timor",TL,"Tilomar","Cova Lima Municipality"
"East Timor",TL,"Atauro Island","Dili municipality"
"East Timor",TL,"Cristo Rei","Dili municipality"
"East Timor",TL,"Dili","Dili municipality"
"East Timor",TL,"Metinaro","Dili municipality"
"East Timor",TL,"Ermera Villa","Ermera District"
"East Timor",TL,"Gleno","Ermera District"
"East Timor",TL,"Hatulia","Ermera District"
"East Timor",TL,"Letefoho","Ermera District"
"East Timor",TL,"Railaco","Ermera District"
"East Timor",TL,"Iliomar","Lautém Municipality"
"East Timor",TL,"Lautem","Lautém Municipality"
"East Timor",TL,"Lospalos","Lautém Municipality"
"East Timor",TL,"Luro","Lautém Municipality"
"East Timor",TL,"Tutuala","Lautém Municipality"
"East Timor",TL,"Bazartete","Liquiçá Municipality"
"East Timor",TL,"Likisá","Liquiçá Municipality"
"East Timor",TL,"Maubara","Liquiçá Municipality"
"East Timor",TL,"Barique","Manatuto District"
"East Timor",TL,"Laclo","Manatuto District"
"East Timor",TL,"Laclubar","Manatuto District"
"East Timor",TL,"Manatuto","Manatuto District"
"East Timor",TL,"Manatutu","Manatuto District"
"East Timor",TL,"Soibada","Manatuto District"
"East Timor",TL,"Alas","Manufahi Municipality"
"East Timor",TL,"Fatuberliu","Manufahi Municipality"
"East Timor",TL,"Same","Manufahi Municipality"
"East Timor",TL,"Turiscai","Manufahi Municipality"
"East Timor",TL,"Lacluta","Viqueque Municipality"
"East Timor",TL,"Ossu","Viqueque Municipality"
"East Timor",TL,"Uatocarabau","Viqueque Municipality"
"East Timor",TL,"Uatolari","Viqueque Municipality"
"East Timor",TL,"Viqueque","Viqueque Municipality"
"Ecuador",EC,"Cantón San Fernando","Azuay"
"Ecuador",EC,"Cuenca","Azuay"
"Ecuador",EC,"Gualaceo","Azuay"
"Ecuador",EC,"La Unión","Azuay"
"Ecuador",EC,"Llacao","Azuay"
"Ecuador",EC,"Nulti","Azuay"
"Ecuador",EC,"Guaranda","Bolívar"
"Ecuador",EC,"San Miguel","Bolívar"
"Ecuador",EC,"El Ángel","Carchi"
"Ecuador",EC,"San Gabriel","Carchi"
"Ecuador",EC,"Tulcán","Carchi"
"Ecuador",EC,"Azogues","Cañar"
"Ecuador",EC,"Cañar","Cañar"
"Ecuador",EC,"La Troncal","Cañar"
"Ecuador",EC,"Alausí","Chimborazo"
"Ecuador",EC,"Guano","Chimborazo"
"Ecuador",EC,"Riobamba","Chimborazo"
"Ecuador",EC,"La Maná","Cotopaxi"
"Ecuador",EC,"Latacunga","Cotopaxi"
"Ecuador",EC,"Pujilí","Cotopaxi"
"Ecuador",EC,"San Miguel de Salcedo","Cotopaxi"
"Ecuador",EC,"Saquisilí","Cotopaxi"
"Ecuador",EC,"Huaquillas","El Oro"
"Ecuador",EC,"Machala","El Oro"
"Ecuador",EC,"Pasaje","El Oro"
"Ecuador",EC,"Piñas","El Oro"
"Ecuador",EC,"Portovelo","El Oro"
"Ecuador",EC,"Puerto Bolívar","El Oro"
"Ecuador",EC,"Santa Rosa","El Oro"
"Ecuador",EC,"Zaruma","El Oro"
"Ecuador",EC,"Esmeraldas","Esmeraldas"
"Ecuador",EC,"Muisne","Esmeraldas"
"Ecuador",EC,"Pampanal de Bolívar","Esmeraldas"
"Ecuador",EC,"Rio Verde","Esmeraldas"
"Ecuador",EC,"Rosa Zarate","Esmeraldas"
"Ecuador",EC,"San Lorenzo de Esmeraldas","Esmeraldas"
"Ecuador",EC,"Valdez","Esmeraldas"
"Ecuador",EC,"Puerto Ayora","Galápagos"
"Ecuador",EC,"Puerto Baquerizo Moreno","Galápagos"
"Ecuador",EC,"Puerto Villamil","Galápagos"
"Ecuador",EC,"Alfredo Baquerizo Moreno","Guayas"
"Ecuador",EC,"Balzar","Guayas"
"Ecuador",EC,"Baláo","Guayas"
"Ecuador",EC,"Colimes","Guayas"
"Ecuador",EC,"Coronel Marcelino Maridueña","Guayas"
"Ecuador",EC,"El Triunfo","Guayas"
"Ecuador",EC,"Eloy Alfaro","Guayas"
"Ecuador",EC,"Guayaquil","Guayas"
"Ecuador",EC,"Lomas de Sargentillo","Guayas"
"Ecuador",EC,"Milagro","Guayas"
"Ecuador",EC,"Naranjal","Guayas"
"Ecuador",EC,"Naranjito","Guayas"
"Ecuador",EC,"Palestina","Guayas"
"Ecuador",EC,"Pedro Carbo","Guayas"
"Ecuador",EC,"Playas","Guayas"
"Ecuador",EC,"Samborondón","Guayas"
"Ecuador",EC,"Santa Lucía","Guayas"
"Ecuador",EC,"Velasco Ibarra","Guayas"
"Ecuador",EC,"Yaguachi Nuevo","Guayas"
"Ecuador",EC,"Atuntaqui","Imbabura"
"Ecuador",EC,"Cotacachi","Imbabura"
"Ecuador",EC,"Ibarra","Imbabura"
"Ecuador",EC,"Otavalo","Imbabura"
"Ecuador",EC,"Pimampiro","Imbabura"
"Ecuador",EC,"Loja","Loja"
"Ecuador",EC,"Babahoyo","Los Ríos"
"Ecuador",EC,"Catarama","Los Ríos"
"Ecuador",EC,"Montalvo","Los Ríos"
"Ecuador",EC,"Palenque","Los Ríos"
"Ecuador",EC,"Quevedo","Los Ríos"
"Ecuador",EC,"Ventanas","Los Ríos"
"Ecuador",EC,"Vinces","Los Ríos"
"Ecuador",EC,"Bahía de Caráquez","Manabí"
"Ecuador",EC,"Calceta","Manabí"
"Ecuador",EC,"Cantón Portoviejo","Manabí"
"Ecuador",EC,"Chone","Manabí"
"Ecuador",EC,"Jipijapa","Manabí"
"Ecuador",EC,"Junín","Manabí"
"Ecuador",EC,"Manta","Manabí"
"Ecuador",EC,"Montecristi","Manabí"
"Ecuador",EC,"Paján","Manabí"
"Ecuador",EC,"Pedernales","Manabí"
"Ecuador",EC,"Portoviejo","Manabí"
"Ecuador",EC,"Rocafuerte","Manabí"
"Ecuador",EC,"San Vicente","Manabí"
"Ecuador",EC,"Santa Ana","Manabí"
"Ecuador",EC,"Sucre","Manabí"
"Ecuador",EC,"Tosagua","Manabí"
"Ecuador",EC,"Gualaquiza","Morona-Santiago"
"Ecuador",EC,"Macas","Morona-Santiago"
"Ecuador",EC,"Palora","Morona-Santiago"
"Ecuador",EC,"Sucúa","Morona-Santiago"
"Ecuador",EC,"Archidona","Napo"
"Ecuador",EC,"Tena","Napo"
"Ecuador",EC,"Boca Suno","Orellana"
"Ecuador",EC,"Francisco de Orellana Canton","Orellana"
"Ecuador",EC,"Loreto Canton","Orellana"
"Ecuador",EC,"Puerto Francisco de Orellana","Orellana"
"Ecuador",EC,"Puyo","Pastaza"
"Ecuador",EC,"Cayambe","Pichincha"
"Ecuador",EC,"Machachi","Pichincha"
"Ecuador",EC,"Quito","Pichincha"
"Ecuador",EC,"Sangolquí","Pichincha"
"Ecuador",EC,"Tutamandahostel","Pichincha"
"Ecuador",EC,"La Libertad","Santa Elena"
"Ecuador",EC,"Salinas","Santa Elena"
"Ecuador",EC,"Santa Elena","Santa Elena"
"Ecuador",EC,"Santo Domingo de los Colorados","Santo Domingo de los Tsáchilas"
"Ecuador",EC,"Nueva Loja","Sucumbíos"
"Ecuador",EC,"Ambato","Tungurahua"
"Ecuador",EC,"Baños","Tungurahua"
"Ecuador",EC,"Pelileo","Tungurahua"
"Ecuador",EC,"Píllaro","Tungurahua"
"Ecuador",EC,"Yantzaza","Zamora Chinchipe"
"Ecuador",EC,"Zamora","Zamora Chinchipe"
"Egypt",EG,"Alexandria","Alexandria"
"Egypt",EG,"Abu Simbel","Aswan"
"Egypt",EG,"Aswan","Aswan"
"Egypt",EG,"Idfū","Aswan"
"Egypt",EG,"Kawm Umbū","Aswan"
"Egypt",EG,"Abnūb","Asyut"
"Egypt",EG,"Abū Tīj","Asyut"
"Egypt",EG,"Al Badārī","Asyut"
"Egypt",EG,"Al Qūşīyah","Asyut"
"Egypt",EG,"Asyūţ","Asyut"
"Egypt",EG,"Dayrūţ","Asyut"
"Egypt",EG,"Manfalūţ","Asyut"
"Egypt",EG,"Abū al Maţāmīr","Beheira"
"Egypt",EG,"Ad Dilinjāt","Beheira"
"Egypt",EG,"Damanhūr","Beheira"
"Egypt",EG,"Idkū","Beheira"
"Egypt",EG,"Kafr ad Dawwār","Beheira"
"Egypt",EG,"Kawm Ḩamādah","Beheira"
"Egypt",EG,"Rosetta","Beheira"
"Egypt",EG,"Ḩawsh ‘Īsá","Beheira"
"Egypt",EG,"Al Fashn","Beni Suef"
"Egypt",EG,"Banī Suwayf","Beni Suef"
"Egypt",EG,"Būsh","Beni Suef"
"Egypt",EG,"Sumusţā as Sulţānī","Beni Suef"
"Egypt",EG,"Cairo","Cairo"
"Egypt",EG,"New Cairo","Cairo"
"Egypt",EG,"Ḩalwān","Cairo"
"Egypt",EG,"Ajā","Dakahlia"
"Egypt",EG,"Al Jammālīyah","Dakahlia"
"Egypt",EG,"Al Manzalah","Dakahlia"
"Egypt",EG,"Al Manşūrah","Dakahlia"
"Egypt",EG,"Al Maţarīyah","Dakahlia"
"Egypt",EG,"Bilqās","Dakahlia"
"Egypt",EG,"Dikirnis","Dakahlia"
"Egypt",EG,"Minyat an Naşr","Dakahlia"
"Egypt",EG,"Shirbīn","Dakahlia"
"Egypt",EG,"Ţalkhā","Dakahlia"
"Egypt",EG,"‘Izbat al Burj","Dakahlia"
"Egypt",EG,"Az Zarqā","Damietta"
"Egypt",EG,"Damietta","Damietta"
"Egypt",EG,"Fāraskūr","Damietta"
"Egypt",EG,"Al Fayyūm","Faiyum"
"Egypt",EG,"Al Wāsiţah","Faiyum"
"Egypt",EG,"Ibshawāy","Faiyum"
"Egypt",EG,"Iţsā","Faiyum"
"Egypt",EG,"Ţāmiyah","Faiyum"
"Egypt",EG,"Al Maḩallah al Kubrá","Gharbia"
"Egypt",EG,"Basyūn","Gharbia"
"Egypt",EG,"Kafr az Zayyāt","Gharbia"
"Egypt",EG,"Quţūr","Gharbia"
"Egypt",EG,"Samannūd","Gharbia"
"Egypt",EG,"Tanda","Gharbia"
"Egypt",EG,"Zefta","Gharbia"
"Egypt",EG,"Al Bawīţī","Giza"
"Egypt",EG,"Al Ḩawāmidīyah","Giza"
"Egypt",EG,"Al ‘Ayyāţ","Giza"
"Egypt",EG,"Awsīm","Giza"
"Egypt",EG,"Aş Şaff","Giza"
"Egypt",EG,"Giza","Giza"
"Egypt",EG,"Madīnat Sittah Uktūbar","Giza"
"Egypt",EG,"Ismailia","Ismailia"
"Egypt",EG,"Al Ḩāmūl","Kafr el-Sheikh"
"Egypt",EG,"Disūq","Kafr el-Sheikh"
"Egypt",EG,"Fuwwah","Kafr el-Sheikh"
"Egypt",EG,"Kafr ash Shaykh","Kafr el-Sheikh"
"Egypt",EG,"Markaz Disūq","Kafr el-Sheikh"
"Egypt",EG,"Munshāt ‘Alī Āghā","Kafr el-Sheikh"
"Egypt",EG,"Sīdī Sālim","Kafr el-Sheikh"
"Egypt",EG,"Luxor","Luxor"
"Egypt",EG,"Markaz al Uqşur","Luxor"
"Egypt",EG,"Al ‘Alamayn","Matrouh"
"Egypt",EG,"Mersa Matruh","Matrouh"
"Egypt",EG,"Siwa Oasis","Matrouh"
"Egypt",EG,"Abū Qurqāş","Minya"
"Egypt",EG,"Al Minyā","Minya"
"Egypt",EG,"Banī Mazār","Minya"
"Egypt",EG,"Dayr Mawās","Minya"
"Egypt",EG,"Mallawī","Minya"
"Egypt",EG,"Maţāy","Minya"
"Egypt",EG,"Samālūţ","Minya"
"Egypt",EG,"Al Bājūr","Monufia"
"Egypt",EG,"Ash Shuhadā’","Monufia"
"Egypt",EG,"Ashmūn","Monufia"
"Egypt",EG,"Munūf","Monufia"
"Egypt",EG,"Quwaysinā","Monufia"
